"","year","state","office_type","question","answer","demographic_pct","answer_pct","lastName"
"857",2020,"MN","Senate","Gender","Female",54,55,"Smith"
"858",2020,"MN","Senate","Gender","Female",54,38,"Lewis"
"859",2020,"MN","Senate","Area type","Urban",44,63,"Smith"
"860",2020,"MN","Senate","Area type","Urban",44,29,"Lewis"
"861",2020,"MN","Senate","Area type","Suburban",34,38,"Smith"
"862",2020,"MN","Senate","Area type","Suburban",34,55,"Lewis"
"863",2020,"MN","Senate","Area type","Rural",22,38,"Smith"
"864",2020,"MN","Senate","Area type","Rural",22,53,"Lewis"
"865",2020,"MN","Senate","Education by race","White voters, college degree",39,59,"Smith"
"866",2020,"MN","Senate","Education by race","White voters, college degree",39,34,"Lewis"
"867",2020,"MN","Senate","Education by race","White voters, no degree",48,40,"Smith"
"868",2020,"MN","Senate","Education by race","White voters, no degree",48,53,"Lewis"
"869",2020,"MN","Senate","Education by race","Voters of color, college degree",4,64,"Smith"
"870",2020,"MN","Senate","Education by race","Voters of color, college degree",4,34,"Lewis"
"871",2020,"MN","Senate","Education by race","Voters of color, no degree",9,56,"Smith"
"872",2020,"MN","Senate","Education by race","Voters of color, no degree",9,29,"Lewis"
"873",2020,"MN","Senate","Race","White voters",87,48,"Smith"
"874",2020,"MN","Senate","Race","White voters",87,45,"Lewis"
"875",2020,"MN","Senate","Race","Voters of color",13,58,"Smith"
"876",2020,"MN","Senate","Race","Voters of color",13,31,"Lewis"
"877",2020,"MN","Senate","Education","Never attended college",19,33,"Smith"
"878",2020,"MN","Senate","Education","Never attended college",19,61,"Lewis"
"879",2020,"MN","Senate","Education","Some college",23,50,"Smith"
"880",2020,"MN","Senate","Education","Some college",23,43,"Lewis"
"881",2020,"MN","Senate","Education","Associate's degree",16,41,"Smith"
"882",2020,"MN","Senate","Education","Associate's degree",16,47,"Lewis"
"883",2020,"MN","Senate","Education","Bachelor's degree",23,54,"Smith"
"884",2020,"MN","Senate","Education","Bachelor's degree",23,39,"Lewis"
"885",2020,"MN","Senate","Education","Advanced degree",20,65,"Smith"
"886",2020,"MN","Senate","Education","Advanced degree",20,28,"Lewis"
"887",2020,"MN","Senate","Income","Less than $30,000",16,48,"Smith"
"888",2020,"MN","Senate","Income","Less than $30,000",16,37,"Lewis"
"889",2020,"MN","Senate","Income","$30,000-$49,999",19,53,"Smith"
"890",2020,"MN","Senate","Income","$30,000-$49,999",19,38,"Lewis"
"891",2020,"MN","Senate","Income","$50,000-$99,999",32,42,"Smith"
"892",2020,"MN","Senate","Income","$50,000-$99,999",32,45,"Lewis"
"893",2020,"MN","Senate","Income","$100,000-$199,999",23,56,"Smith"
"894",2020,"MN","Senate","Income","$100,000-$199,999",23,42,"Lewis"
"895",2020,"MN","Senate","Income","$200,000 or more",9,44,"Smith"
"896",2020,"MN","Senate","Income","$200,000 or more",9,49,"Lewis"
"897",2020,"MT","President","Age","18-24",10,36,"Biden"
"898",2020,"MT","President","Age","18-24",10,57,"Trump"
"899",2020,"MT","President","Age","25-29",9,25,"Biden"
"900",2020,"MT","President","Age","25-29",9,64,"Trump"
"901",2020,"MT","President","Age","30-39",15,48,"Biden"
"902",2020,"MT","President","Age","30-39",15,50,"Trump"
"903",2020,"MT","President","Age","40-49",15,28,"Biden"
"904",2020,"MT","President","Age","40-49",15,69,"Trump"
"905",2020,"MT","President","Age","50-64",25,46,"Biden"
"906",2020,"MT","President","Age","50-64",25,54,"Trump"
"907",2020,"MT","President","Age","65 or older",25,44,"Biden"
"908",2020,"MT","President","Age","65 or older",25,55,"Trump"
"909",2020,"MT","President","Gender","Male",50,33,"Biden"
"910",2020,"MT","President","Gender","Male",50,63,"Trump"
"911",2020,"MT","President","Gender","Female",50,47,"Biden"
"912",2020,"MT","President","Gender","Female",50,52,"Trump"
"913",2020,"MT","President","Race","White voters",88,39,"Biden"
"914",2020,"MT","President","Race","White voters",88,58,"Trump"
"915",2020,"MT","President","Race","Voters of color",12,45,"Biden"
"916",2020,"MT","President","Race","Voters of color",12,50,"Trump"
"917",2020,"MT","President","Education","Never attended college",26,32,"Biden"
"918",2020,"MT","President","Education","Never attended college",26,65,"Trump"
"919",2020,"MT","President","Education","Some college",34,38,"Biden"
"920",2020,"MT","President","Education","Some college",34,58,"Trump"
"921",2020,"MT","President","Education","Associate's degree",10,31,"Biden"
"922",2020,"MT","President","Education","Associate's degree",10,66,"Trump"
"923",2020,"MT","President","Education","Bachelor's degree",18,45,"Biden"
"924",2020,"MT","President","Education","Bachelor's degree",18,54,"Trump"
"925",2020,"MT","President","Education","Advanced degree",12,60,"Biden"
"926",2020,"MT","President","Education","Advanced degree",12,39,"Trump"
"927",2020,"MT","Senate","Age","18-24",10,42,"Bullock"
"928",2020,"MT","Senate","Age","18-24",10,58,"Daines"
"929",2020,"MT","Senate","Age","25-29",9,30,"Bullock"
"930",2020,"MT","Senate","Age","25-29",9,70,"Daines"
"931",2020,"MT","Senate","Age","30-39",14,58,"Bullock"
"932",2020,"MT","Senate","Age","30-39",14,42,"Daines"
"933",2020,"MT","Senate","Age","40-49",16,37,"Bullock"
"934",2020,"MT","Senate","Age","40-49",16,63,"Daines"
"935",2020,"MT","Senate","Age","50-64",25,49,"Bullock"
"936",2020,"MT","Senate","Age","50-64",25,51,"Daines"
"937",2020,"MT","Senate","Age","65 or older",25,45,"Bullock"
"938",2020,"MT","Senate","Age","65 or older",25,55,"Daines"
"939",2020,"MT","Senate","Gender","Male",49,37,"Bullock"
"940",2020,"MT","Senate","Gender","Male",49,63,"Daines"
"941",2020,"MT","Senate","Gender","Female",51,52,"Bullock"
"942",2020,"MT","Senate","Gender","Female",51,48,"Daines"
"943",2020,"MT","Senate","Race","White voters",88,45,"Bullock"
"944",2020,"MT","Senate","Race","White voters",88,55,"Daines"
"945",2020,"MT","Senate","Race","Voters of color",12,53,"Bullock"
"946",2020,"MT","Senate","Race","Voters of color",12,47,"Daines"
"947",2020,"MT","Senate","Education","Never attended college",26,37,"Bullock"
"948",2020,"MT","Senate","Education","Never attended college",26,63,"Daines"
"949",2020,"MT","Senate","Education","Some college",33,45,"Bullock"
"950",2020,"MT","Senate","Education","Some college",33,55,"Daines"
"951",2020,"MT","Senate","Education","Associate's degree",10,37,"Bullock"
"952",2020,"MT","Senate","Education","Associate's degree",10,63,"Daines"
"953",2020,"MT","Senate","Education","Bachelor's degree",19,48,"Bullock"
"954",2020,"MT","Senate","Education","Bachelor's degree",19,52,"Daines"
"955",2020,"MT","Senate","Education","Advanced degree",12,63,"Bullock"
"956",2020,"MT","Senate","Education","Advanced degree",12,37,"Daines"
"957",2020,"MT","Governor","Age","18-24",10,36,"Cooney"
"958",2020,"MT","Governor","Age","18-24",10,52,"Gianforte"
"959",2020,"MT","Governor","Age","25-29",9,23,"Cooney"
"960",2020,"MT","Governor","Age","25-29",9,72,"Gianforte"
"961",2020,"MT","Governor","Age","30-39",14,57,"Cooney"
"962",2020,"MT","Governor","Age","30-39",14,41,"Gianforte"
"963",2020,"MT","Governor","Age","40-49",16,33,"Cooney"
"964",2020,"MT","Governor","Age","40-49",16,63,"Gianforte"
"965",2020,"MT","Governor","Age","50-64",25,45,"Cooney"
"966",2020,"MT","Governor","Age","50-64",25,52,"Gianforte"
"967",2020,"MT","Governor","Age","65 or older",25,45,"Cooney"
"968",2020,"MT","Governor","Age","65 or older",25,54,"Gianforte"
"969",2020,"MT","Governor","Gender","Male",50,35,"Cooney"
"970",2020,"MT","Governor","Gender","Male",50,60,"Gianforte"
"971",2020,"MT","Governor","Gender","Female",50,48,"Cooney"
"972",2020,"MT","Governor","Gender","Female",50,49,"Gianforte"
"973",2020,"MT","Governor","Race","White voters",88,42,"Cooney"
"974",2020,"MT","Governor","Race","White voters",88,55,"Gianforte"
"975",2020,"MT","Governor","Race","Voters of color",12,46,"Cooney"
"976",2020,"MT","Governor","Race","Voters of color",12,50,"Gianforte"
"977",2020,"MT","Governor","Education","Never attended college",26,31,"Cooney"
"978",2020,"MT","Governor","Education","Never attended college",26,66,"Gianforte"
"979",2020,"MT","Governor","Education","Some college",34,42,"Cooney"
"980",2020,"MT","Governor","Education","Some college",34,52,"Gianforte"
"981",2020,"MT","Governor","Education","Associate's degree",10,33,"Cooney"
"982",2020,"MT","Governor","Education","Associate's degree",10,61,"Gianforte"
"983",2020,"MT","Governor","Education","Bachelor's degree",18,47,"Cooney"
"984",2020,"MT","Governor","Education","Bachelor's degree",18,51,"Gianforte"
"985",2020,"MT","Governor","Education","Advanced degree",12,62,"Cooney"
"986",2020,"MT","Governor","Education","Advanced degree",12,37,"Gianforte"
"987",2020,"NV","President","Age","18-24",9,69,"Biden"
"988",2020,"NV","President","Age","18-24",9,26,"Trump"
"989",2020,"NV","President","Age","25-29",5,52,"Biden"
"990",2020,"NV","President","Age","25-29",5,45,"Trump"
"991",2020,"NV","President","Age","30-39",17,59,"Biden"
"992",2020,"NV","President","Age","30-39",17,39,"Trump"
"993",2020,"NV","President","Age","40-49",14,49,"Biden"
"994",2020,"NV","President","Age","40-49",14,48,"Trump"
"995",2020,"NV","President","Age","50-64",24,41,"Biden"
"996",2020,"NV","President","Age","50-64",24,57,"Trump"
"997",2020,"NV","President","Age","65 or older",30,46,"Biden"
"998",2020,"NV","President","Age","65 or older",30,53,"Trump"
"999",2020,"NV","President","Race","White",65,43,"Biden"
"1000",2020,"NV","President","Race","White",65,56,"Trump"
"1001",2020,"NV","President","Race","Black",7,80,"Biden"
"1002",2020,"NV","President","Race","Black",7,18,"Trump"
"1003",2020,"NV","President","Race","Latino",17,61,"Biden"
"1004",2020,"NV","President","Race","Latino",17,35,"Trump"
"1005",2020,"NV","President","Race","Asian",5,64,"Biden"
"1006",2020,"NV","President","Race","Asian",5,35,"Trump"
"1007",2020,"NV","President","Race","Other racial/ethnic groups",5,42,"Biden"
"1008",2020,"NV","President","Race","Other racial/ethnic groups",5,54,"Trump"
"1009",2020,"NV","President","Gender","Male",48,46,"Biden"
"1010",2020,"NV","President","Gender","Male",48,51,"Trump"
"1011",2020,"NV","President","Gender","Female",52,54,"Biden"
"1012",2020,"NV","President","Gender","Female",52,44,"Trump"
"1013",2020,"NV","President","Area type","Urban",71,52,"Biden"
"1014",2020,"NV","President","Area type","Urban",71,46,"Trump"
"1015",2020,"NV","President","Area type","Suburban",16,58,"Biden"
"1016",2020,"NV","President","Area type","Suburban",16,41,"Trump"
"1017",2020,"NV","President","Area type","Rural",13,30,"Biden"
"1018",2020,"NV","President","Area type","Rural",13,68,"Trump"
"1019",2020,"NV","President","Education by race","White voters, college degree",23,49,"Biden"
"1020",2020,"NV","President","Education by race","White voters, college degree",23,48,"Trump"
"1021",2020,"NV","President","Education by race","White voters, no degree",42,39,"Biden"
"1022",2020,"NV","President","Education by race","White voters, no degree",42,60,"Trump"
"1023",2020,"NV","President","Education by race","Voters of color, college degree",9,62,"Biden"
"1024",2020,"NV","President","Education by race","Voters of color, college degree",9,35,"Trump"
"1025",2020,"NV","President","Education by race","Voters of color, no degree",26,62,"Biden"
"1026",2020,"NV","President","Education by race","Voters of color, no degree",26,34,"Trump"
"1027",2020,"NV","President","Education","Never attended college",19,49,"Biden"
"1028",2020,"NV","President","Education","Never attended college",19,48,"Trump"
"1029",2020,"NV","President","Education","Some college",35,46,"Biden"
"1030",2020,"NV","President","Education","Some college",35,52,"Trump"
"1031",2020,"NV","President","Education","Associate's degree",14,52,"Biden"
"1032",2020,"NV","President","Education","Associate's degree",14,46,"Trump"
"1033",2020,"NV","President","Education","Bachelor's degree",20,48,"Biden"
"1034",2020,"NV","President","Education","Bachelor's degree",20,48,"Trump"
"1035",2020,"NV","President","Education","Advanced degree",12,60,"Biden"
"1036",2020,"NV","President","Education","Advanced degree",12,38,"Trump"
"1037",2020,"NV","President","Income","Less than $30,000",17,63,"Biden"
"1038",2020,"NV","President","Income","Less than $30,000",17,35,"Trump"
"1039",2020,"NV","President","Income","$30,000-$49,999",20,50,"Biden"
"1040",2020,"NV","President","Income","$30,000-$49,999",20,44,"Trump"
"1041",2020,"NV","President","Income","$50,000-$99,999",33,50,"Biden"
"1042",2020,"NV","President","Income","$50,000-$99,999",33,49,"Trump"
"1043",2020,"NV","President","Income","$100,000-$199,999",24,41,"Biden"
"1044",2020,"NV","President","Income","$100,000-$199,999",24,57,"Trump"
"1045",2020,"NV","President","Income","$200,000 or more",6,52,"Biden"
"1046",2020,"NV","President","Income","$200,000 or more",6,47,"Trump"
"1047",2020,"NH","President","Age","18-24",9,50,"Biden"
"1048",2020,"NH","President","Age","18-24",9,48,"Trump"
"1049",2020,"NH","President","Age","25-29",8,58,"Biden"
"1050",2020,"NH","President","Age","25-29",8,35,"Trump"
"1051",2020,"NH","President","Age","30-39",14,54,"Biden"
"1052",2020,"NH","President","Age","30-39",14,42,"Trump"
"1053",2020,"NH","President","Age","40-49",15,50,"Biden"
"1054",2020,"NH","President","Age","40-49",15,49,"Trump"
"1055",2020,"NH","President","Age","50-64",31,51,"Biden"
"1056",2020,"NH","President","Age","50-64",31,49,"Trump"
"1057",2020,"NH","President","Age","65 or older",23,56,"Biden"
"1058",2020,"NH","President","Age","65 or older",23,43,"Trump"
"1059",2020,"NH","President","Gender","Male",47,47,"Biden"
"1060",2020,"NH","President","Gender","Male",47,52,"Trump"
"1061",2020,"NH","President","Gender","Female",53,58,"Biden"
"1062",2020,"NH","President","Gender","Female",53,40,"Trump"
"1063",2020,"NH","President","Area type","Urban",9,67,"Biden"
"1064",2020,"NH","President","Area type","Urban",9,31,"Trump"
"1065",2020,"NH","President","Area type","Suburban",60,50,"Biden"
"1066",2020,"NH","President","Area type","Suburban",60,48,"Trump"
"1067",2020,"NH","President","Area type","Rural",31,54,"Biden"
"1068",2020,"NH","President","Area type","Rural",31,45,"Trump"
"1069",2020,"NH","President","Income","Less than $50,000",30,56,"Biden"
"1070",2020,"NH","President","Income","Less than $50,000",30,42,"Trump"
"1071",2020,"NH","President","Income","$50,000 to $99,999",30,54,"Biden"
"1072",2020,"NH","President","Income","$50,000 to $99,999",30,44,"Trump"
"1073",2020,"NH","President","Income","$100,000 or more",40,53,"Biden"
"1074",2020,"NH","President","Income","$100,000 or more",40,46,"Trump"
"1075",2020,"NH","President","Race","White voters",92,52,"Biden"
"1076",2020,"NH","President","Race","White voters",92,46,"Trump"
"1077",2020,"NH","President","Race","Voters of color",8,56,"Biden"
"1078",2020,"NH","President","Race","Voters of color",8,41,"Trump"
"1079",2020,"NH","President","Education","Never attended college",20,43,"Biden"
"1080",2020,"NH","President","Education","Never attended college",20,53,"Trump"
"1081",2020,"NH","President","Education","Some college",26,45,"Biden"
"1082",2020,"NH","President","Education","Some college",26,54,"Trump"
"1083",2020,"NH","President","Education","Associate's degree",13,44,"Biden"
"1084",2020,"NH","President","Education","Associate's degree",13,54,"Trump"
"1085",2020,"NH","President","Education","Bachelor's degree",25,63,"Biden"
"1086",2020,"NH","President","Education","Bachelor's degree",25,36,"Trump"
"1087",2020,"NH","President","Education","Advanced degree",17,68,"Biden"
"1088",2020,"NH","President","Education","Advanced degree",17,30,"Trump"
"1089",2020,"NH","Senate","Age","18-24",9,58,"Shaheen"
"1090",2020,"NH","Senate","Age","18-24",9,40,"Messner"
"1091",2020,"NH","Senate","Age","25-29",8,64,"Shaheen"
"1092",2020,"NH","Senate","Age","25-29",8,31,"Messner"
"1093",2020,"NH","Senate","Age","30-39",14,55,"Shaheen"
"1094",2020,"NH","Senate","Age","30-39",14,40,"Messner"
"1095",2020,"NH","Senate","Age","40-49",15,57,"Shaheen"
"1096",2020,"NH","Senate","Age","40-49",15,43,"Messner"
"1097",2020,"NH","Senate","Age","50-64",31,54,"Shaheen"
"1098",2020,"NH","Senate","Age","50-64",31,44,"Messner"
"1099",2020,"NH","Senate","Age","65 or older",23,59,"Shaheen"
"1100",2020,"NH","Senate","Age","65 or older",23,40,"Messner"
"1101",2020,"NH","Senate","Gender","Male",47,50,"Shaheen"
"1102",2020,"NH","Senate","Gender","Male",47,48,"Messner"
"1103",2020,"NH","Senate","Gender","Female",53,63,"Shaheen"
"1104",2020,"NH","Senate","Gender","Female",53,35,"Messner"
"1105",2020,"NH","Senate","Area type","Urban",9,73,"Shaheen"
"1106",2020,"NH","Senate","Area type","Urban",9,24,"Messner"
"1107",2020,"NH","Senate","Area type","Suburban",60,54,"Shaheen"
"1108",2020,"NH","Senate","Area type","Suburban",60,44,"Messner"
"1109",2020,"NH","Senate","Area type","Rural",31,58,"Shaheen"
"1110",2020,"NH","Senate","Area type","Rural",31,40,"Messner"
"1111",2020,"NH","Senate","Income","Less than $50,000",29,62,"Shaheen"
"1112",2020,"NH","Senate","Income","Less than $50,000",29,35,"Messner"
"1113",2020,"NH","Senate","Income","$50,000 to $99,999",31,57,"Shaheen"
"1114",2020,"NH","Senate","Income","$50,000 to $99,999",31,40,"Messner"
"1115",2020,"NH","Senate","Income","$100,000 or more",40,53,"Shaheen"
"1116",2020,"NH","Senate","Income","$100,000 or more",40,44,"Messner"
"1117",2020,"NH","Senate","Race","White voters",92,57,"Shaheen"
"1118",2020,"NH","Senate","Race","White voters",92,41,"Messner"
"1119",2020,"NH","Senate","Race","Voters of color",8,60,"Shaheen"
"1120",2020,"NH","Senate","Race","Voters of color",8,38,"Messner"
"1121",2020,"NH","Senate","Education","Never attended college",20,53,"Shaheen"
"1122",2020,"NH","Senate","Education","Never attended college",20,45,"Messner"
"1123",2020,"NH","Senate","Education","Some college",25,49,"Shaheen"
"1124",2020,"NH","Senate","Education","Some college",25,49,"Messner"
"1125",2020,"NH","Senate","Education","Associate's degree",13,48,"Shaheen"
"1126",2020,"NH","Senate","Education","Associate's degree",13,51,"Messner"
"1127",2020,"NH","Senate","Education","Bachelor's degree",25,64,"Shaheen"
"1128",2020,"NH","Senate","Education","Bachelor's degree",25,34,"Messner"
"1129",2020,"NH","Senate","Education","Advanced degree",17,70,"Shaheen"
"1130",2020,"NH","Senate","Education","Advanced degree",17,27,"Messner"
"1131",2020,"NH","Governor","Age","18-24",9,36,"Feltes"
"1132",2020,"NH","Governor","Age","18-24",9,62,"Sununu"
"1133",2020,"NH","Governor","Age","25-29",8,48,"Feltes"
"1134",2020,"NH","Governor","Age","25-29",8,49,"Sununu"
"1135",2020,"NH","Governor","Age","30-39",14,35,"Feltes"
"1136",2020,"NH","Governor","Age","30-39",14,62,"Sununu"
"1137",2020,"NH","Governor","Age","40-49",15,23,"Feltes"
"1138",2020,"NH","Governor","Age","40-49",15,76,"Sununu"
"1139",2020,"NH","Governor","Age","50-64",31,29,"Feltes"
"1140",2020,"NH","Governor","Age","50-64",31,70,"Sununu"
"1141",2020,"NH","Governor","Age","65 or older",23,39,"Feltes"
"1142",2020,"NH","Governor","Age","65 or older",23,60,"Sununu"
"1143",2020,"NH","Governor","Gender","Male",47,30,"Feltes"
"1144",2020,"NH","Governor","Gender","Male",47,68,"Sununu"
"1145",2020,"NH","Governor","Gender","Female",53,37,"Feltes"
"1146",2020,"NH","Governor","Gender","Female",53,62,"Sununu"
"1147",2020,"NH","Governor","Area type","Urban",9,46,"Feltes"
"1148",2020,"NH","Governor","Area type","Urban",9,53,"Sununu"
"1149",2020,"NH","Governor","Area type","Suburban",60,31,"Feltes"
"1150",2020,"NH","Governor","Area type","Suburban",60,67,"Sununu"
"1151",2020,"NH","Governor","Area type","Rural",31,34,"Feltes"
"1152",2020,"NH","Governor","Area type","Rural",31,65,"Sununu"
"1153",2020,"NH","Governor","Income","Less than $50,000",29,38,"Feltes"
"1154",2020,"NH","Governor","Income","Less than $50,000",29,60,"Sununu"
"1155",2020,"NH","Governor","Income","$50,000 to $99,999",31,34,"Feltes"
"1156",2020,"NH","Governor","Income","$50,000 to $99,999",31,64,"Sununu"
"1157",2020,"NH","Governor","Income","$100,000 or more",39,33,"Feltes"
"1158",2020,"NH","Governor","Income","$100,000 or more",39,66,"Sununu"
"1159",2020,"NH","Governor","Race","White voters",92,34,"Feltes"
"1160",2020,"NH","Governor","Race","White voters",92,65,"Sununu"
"1161",2020,"NH","Governor","Race","Voters of color",8,32,"Feltes"
"1162",2020,"NH","Governor","Race","Voters of color",8,63,"Sununu"
"1163",2020,"NH","Governor","Education","Never attended college",20,30,"Feltes"
"1164",2020,"NH","Governor","Education","Never attended college",20,69,"Sununu"
"1165",2020,"NH","Governor","Education","Some college",25,33,"Feltes"
"1166",2020,"NH","Governor","Education","Some college",25,66,"Sununu"
"1167",2020,"NH","Governor","Education","Associate's degree",13,27,"Feltes"
"1168",2020,"NH","Governor","Education","Associate's degree",13,73,"Sununu"
"1169",2020,"NH","Governor","Education","Bachelor's degree",25,35,"Feltes"
"1170",2020,"NH","Governor","Education","Bachelor's degree",25,63,"Sununu"
"1171",2020,"NH","Governor","Education","Advanced degree",17,43,"Feltes"
"1172",2020,"NH","Governor","Education","Advanced degree",17,56,"Sununu"
"1173",2020,"NY","President","Age","18-29",17,65,"Biden"
"1174",2020,"NY","President","Age","18-29",17,33,"Trump"
"1175",2020,"NY","President","Age","30-44",24,64,"Biden"
"1176",2020,"NY","President","Age","30-44",24,32,"Trump"
"1177",2020,"NY","President","Age","45-64",39,61,"Biden"
"1178",2020,"NY","President","Age","45-64",39,39,"Trump"
"1179",2020,"NY","President","Age","65 or older",19,51,"Biden"
"1180",2020,"NY","President","Age","65 or older",19,47,"Trump"
"1181",2020,"NY","President","Gender","Male",48,60,"Biden"
"1182",2020,"NY","President","Gender","Male",48,39,"Trump"
"1183",2020,"NY","President","Gender","Female",52,62,"Biden"
"1184",2020,"NY","President","Gender","Female",52,37,"Trump"
"1185",2020,"NY","President","Education by race","White voters, college degree",30,63,"Biden"
"1186",2020,"NY","President","Education by race","White voters, college degree",30,34,"Trump"
"1187",2020,"NY","President","Education by race","White voters, no degree",31,37,"Biden"
"1188",2020,"NY","President","Education by race","White voters, no degree",31,62,"Trump"
"1189",2020,"NY","President","Education by race","Voters of color, college degree",18,82,"Biden"
"1190",2020,"NY","President","Education by race","Voters of color, college degree",18,18,"Trump"
"1191",2020,"NY","President","Education by race","Voters of color, no degree",22,73,"Biden"
"1192",2020,"NY","President","Education by race","Voters of color, no degree",22,26,"Trump"
"1193",2020,"NY","President","Race","White voters",60,50,"Biden"
"1194",2020,"NY","President","Race","White voters",60,48,"Trump"
"1195",2020,"NY","President","Race","Voters of color",40,77,"Biden"
"1196",2020,"NY","President","Race","Voters of color",40,22,"Trump"
"1197",2020,"NY","President","Education","Never attended college",16,49,"Biden"
"1198",2020,"NY","President","Education","Never attended college",16,51,"Trump"
"1199",2020,"NY","President","Education","Some college",21,65,"Biden"
"1200",2020,"NY","President","Education","Some college",21,33,"Trump"
"1201",2020,"NY","President","Education","Associate's degree",15,37,"Biden"
"1202",2020,"NY","President","Education","Associate's degree",15,61,"Trump"
"1203",2020,"NY","President","Education","Bachelor's degree",24,70,"Biden"
"1204",2020,"NY","President","Education","Bachelor's degree",24,29,"Trump"
"1205",2020,"NY","President","Education","Advanced degree",23,71,"Biden"
"1206",2020,"NY","President","Education","Advanced degree",23,26,"Trump"
"1207",2020,"NC","President","Age","18-24",8,55,"Biden"
"1208",2020,"NC","President","Age","18-24",8,43,"Trump"
"1209",2020,"NC","President","Age","25-29",6,59,"Biden"
"1210",2020,"NC","President","Age","25-29",6,36,"Trump"
"1211",2020,"NC","President","Age","30-39",14,57,"Biden"
"1212",2020,"NC","President","Age","30-39",14,43,"Trump"
"1213",2020,"NC","President","Age","40-49",16,52,"Biden"
"1214",2020,"NC","President","Age","40-49",16,46,"Trump"
"1215",2020,"NC","President","Age","50-64",31,46,"Biden"
"1216",2020,"NC","President","Age","50-64",31,53,"Trump"
"1217",2020,"NC","President","Age","65 or older",24,40,"Biden"
"1218",2020,"NC","President","Age","65 or older",24,59,"Trump"
"1219",2020,"NC","President","Gender","Male",44,45,"Biden"
"1220",2020,"NC","President","Gender","Male",44,54,"Trump"
"1221",2020,"NC","President","Gender","Female",56,53,"Biden"
"1222",2020,"NC","President","Gender","Female",56,46,"Trump"
"1223",2020,"NC","President","Area type","Urban",33,69,"Biden"
"1224",2020,"NC","President","Area type","Urban",33,29,"Trump"
"1225",2020,"NC","President","Area type","Suburban",40,39,"Biden"
"1226",2020,"NC","President","Area type","Suburban",40,60,"Trump"
"1227",2020,"NC","President","Area type","Rural",27,40,"Biden"
"1228",2020,"NC","President","Area type","Rural",27,59,"Trump"
"1229",2020,"NC","President","Education by race","White voters, college degree",26,50,"Biden"
"1230",2020,"NC","President","Education by race","White voters, college degree",26,49,"Trump"
"1231",2020,"NC","President","Education by race","White voters, no degree",39,21,"Biden"
"1232",2020,"NC","President","Education by race","White voters, no degree",39,78,"Trump"
"1233",2020,"NC","President","Education by race","Voters of color, college degree",11,80,"Biden"
"1234",2020,"NC","President","Education by race","Voters of color, college degree",11,19,"Trump"
"1235",2020,"NC","President","Education by race","Voters of color, no degree",25,78,"Biden"
"1236",2020,"NC","President","Education by race","Voters of color, no degree",25,19,"Trump"
"1237",2020,"NC","President","Race","White voters",65,33,"Biden"
"1238",2020,"NC","President","Race","White voters",65,66,"Trump"
"1239",2020,"NC","President","Race","Voters of color",35,79,"Biden"
"1240",2020,"NC","President","Race","Voters of color",35,19,"Trump"
"1241",2020,"NC","President","Education","Never attended college",18,38,"Biden"
"1242",2020,"NC","President","Education","Never attended college",18,62,"Trump"
"1243",2020,"NC","President","Education","Some college",27,43,"Biden"
"1244",2020,"NC","President","Education","Some college",27,56,"Trump"
"1245",2020,"NC","President","Education","Associate's degree",18,50,"Biden"
"1246",2020,"NC","President","Education","Associate's degree",18,48,"Trump"
"1247",2020,"NC","President","Education","Bachelor's degree",22,55,"Biden"
"1248",2020,"NC","President","Education","Bachelor's degree",22,44,"Trump"
"1249",2020,"NC","President","Education","Advanced degree",14,64,"Biden"
"1250",2020,"NC","President","Education","Advanced degree",14,35,"Trump"
"1251",2020,"NC","President","Income","Less than $30,000",15,51,"Biden"
"1252",2020,"NC","President","Income","Less than $30,000",15,47,"Trump"
"1253",2020,"NC","President","Income","$30,000-$49,999",22,54,"Biden"
"1254",2020,"NC","President","Income","$30,000-$49,999",22,44,"Trump"
"1255",2020,"NC","President","Income","$50,000-$99,999",36,49,"Biden"
"1256",2020,"NC","President","Income","$50,000-$99,999",36,49,"Trump"
"1257",2020,"NC","President","Income","$100,000-$199,999",22,47,"Biden"
"1258",2020,"NC","President","Income","$100,000-$199,999",22,52,"Trump"
"1259",2020,"NC","President","Income","$200,000 or more",5,47,"Biden"
"1260",2020,"NC","President","Income","$200,000 or more",5,53,"Trump"
"1261",2020,"NC","Senate","Age","18-24",8,52,"Cunningham"
"1262",2020,"NC","Senate","Age","18-24",8,44,"Tillis"
"1263",2020,"NC","Senate","Age","25-29",6,53,"Cunningham"
"1264",2020,"NC","Senate","Age","25-29",6,37,"Tillis"
"1265",2020,"NC","Senate","Age","30-39",14,54,"Cunningham"
"1266",2020,"NC","Senate","Age","30-39",14,43,"Tillis"
"1267",2020,"NC","Senate","Age","40-49",16,52,"Cunningham"
"1268",2020,"NC","Senate","Age","40-49",16,45,"Tillis"
"1269",2020,"NC","Senate","Age","50-64",31,44,"Cunningham"
"1270",2020,"NC","Senate","Age","50-64",31,52,"Tillis"
"1271",2020,"NC","Senate","Age","65 or older",24,41,"Cunningham"
"1272",2020,"NC","Senate","Age","65 or older",24,54,"Tillis"
"1273",2020,"NC","Senate","Gender","Male",44,43,"Cunningham"
"1274",2020,"NC","Senate","Gender","Male",44,52,"Tillis"
"1275",2020,"NC","Senate","Gender","Female",56,50,"Cunningham"
"1276",2020,"NC","Senate","Gender","Female",56,46,"Tillis"
"1277",2020,"NC","Senate","Area type","Urban",33,67,"Cunningham"
"1278",2020,"NC","Senate","Area type","Urban",33,29,"Tillis"
